S_No,FirstName,LastName,Education,Job_Role,DeptID,Gender,MaritalStatus,YearlyIncome,MonthlyIncome,Sales,BusinessTravel,Department,hire_date
1104,Cristinel,Denna,LifeSciences,SalesExecutive,3,Female,Divorced,77268,6439,14165.8,Travel_Rarely,Sales,2004-02-17
1105,Stamatina,Matheson,LifeSciences,ResearchScientist,4,Male,Married,29412,2451,5392.2,Travel_Rarely,Research&Development,2005-08-17
1106,Gou,Breugel,LifeSciences,SalesExecutive,3,Male,Married,76704,6392,14062.4,Travel_Rarely,Sales,2002-06-07
1107,Iara,Range,LifeSciences,SalesExecutive,2,Male,Married,116568,9714,21370.8,Travel_Rarely,Sales,2002-06-07
1108,Elvia,Cherinka,HumanResources,HumanResources,3,Male,Married,72924,6077,13369.4,Travel_Frequently,HumanResources,2002-06-07
1109,Chikako,Schueller,Medical,LaboratoryTechnician,2,Male,Single,29400,2450,5390,Travel_Rarely,Research&Development,2002-06-07
1110,Jixiang,Verhaegen,TechnicalDegree,SalesExecutive,3,Male,Married,111000,9250,20350,Travel_Rarely,Sales,2003-06-17
1111,Heping,Gluchowski,LifeSciences,LaboratoryTechnician,3,Female,Divorced,24888,2074,4562.8,Travel_Rarely,Research&Development,2005-09-21
1112,Jaques,Demke,TechnicalDegree,ManufacturingDirector,2,Female,Married,122028,10169,22371.8,Travel_Rarely,Research&Development,2001-01-13
1113,Gift,Apsitis,Medical,ManufacturingDirector,3,Male,Married,58260,4855,10681,Travel_Rarely,Research&Development,2006-01-03
1114,Elvis,Katiyar,TechnicalDegree,ResearchScientist,3,Male,Married,49044,4087,8991.4,Non-Travel,Research&Development,2007-05-21
1115,Przemyslawa,Erol,Other,ResearchScientist,3,Female,Married,28404,2367,5207.4,Travel_Rarely,Research&Development,2005-06-25
1116,Parto,Hitomi,Medical,ResearchScientist,3,Male,Single,35664,2972,6538.4,Travel_Rarely,Research&Development,2006-02-05
1117,Sampalli,Brobst,Marketing,Manager,2,Male,Married,235032,19586,43089.2,Travel_Rarely,Sales,2007-02-07
1118,Utpal,Krohn,LifeSciences,ResearchScientist,3,Male,Married,65808,5484,12064.8,Travel_Rarely,Research&Development,2002-08-17
1119,Shaleah,Neiman,LifeSciences,ResearchScientist,3,Female,Married,24732,2061,4534.2,Travel_Rarely,Research&Development,2002-08-16
1120,Palash,Speel,LifeSciences,SalesExecutive,3,Male,Married,119088,9924,21832.8,Travel_Rarely,Sales,2005-09-28
1121,Adly,Vural,LifeSciences,SalesExecutive,3,Female,Single,50376,4198,9235.6,Travel_Rarely,Sales,2005-09-30
1122,Shigeaki,Cyre,LifeSciences,SalesExecutive,3,Female,Single,81780,6815,14993,Travel_Rarely,Sales,2006-03-07
1123,Shawna,Jarecki,Medical,LaboratoryTechnician,3,Male,Single,56676,4723,10390.6,Travel_Rarely,Research&Development,2007-12-07
1124,Genevieve,Pokrovskii,Medical,HealthcareRepresentative,3,Female,Single,73704,6142,13512.4,Travel_Rarely,Research&Development,2002-12-07
1125,Pintsang,Erni,Medical,SalesExecutive,4,Male,Married,98844,8237,18121.4,Travel_Rarely,Sales,2003-05-18
1126,Shay,Rettelbach,LifeSciences,HealthcareRepresentative,3,Male,Divorced,106236,8853,19476.6,Travel_Frequently,Research&Development,2005-12-24
1127,Zhenbing,Gente,Marketing,Manager,3,Male,Married,231972,19331,42528.2,Travel_Rarely,Sales,2005-07-24
1128,Shawna,Vieri,TechnicalDegree,ResearchScientist,4,Male,Married,24876,2073,4560.6,Travel_Rarely,Research&Development,2006-11-15
1129,Filipe,Rathonyi,LifeSciences,LaboratoryTechnician,4,Male,Married,66744,5562,12236.4,Travel_Frequently,Research&Development,2007-08-10
1130,Shaz,Langford,Other,Manager,2,Male,Single,235356,19613,43148.6,Travel_Rarely,Research&Development,2004-07-18
1131,Vatsa,Rousseau,LifeSciences,LaboratoryTechnician,4,Male,Married,40884,3407,7495.4,Travel_Rarely,Research&Development,2005-04-10
1132,Honglan,Harnett,TechnicalDegree,HealthcareRepresentative,2,Male,Married,60756,5063,11138.6,Travel_Frequently,Research&Development,2003-05-01
1133,Pragnesh,Luff,LifeSciences,SalesExecutive,3,Female,Married,55668,4639,10205.8,Travel_Rarely,Sales,2005-10-10
1134,Adib,Raney,TechnicalDegree,LaboratoryTechnician,4,Male,Divorced,58512,4876,10727.2,Travel_Rarely,Research&Development,2007-11-16
1135,Kwan,Sigstam,LifeSciences,LaboratoryTechnician,2,Male,Married,32280,2690,5918,Travel_Rarely,Research&Development,2005-07-16
1136,Arfst,Pulkowski,LifeSciences,Manager,4,Male,Single,210804,17567,38647.4,Travel_Rarely,Sales,2006-09-28
1137,Yuriy,Clemencon,Medical,LaboratoryTechnician,3,Male,Married,28896,2408,5297.6,Travel_Rarely,Research&Development,2007-01-14
1138,Spyrose,Peak,Other,ResearchScientist,2,Female,Married,33768,2814,6190.8,Non-Travel,Research&Development,2008-03-08
1139,Karsten,Belinskaya,Medical,HealthcareRepresentative,3,Male,Married,134940,11245,24739,Travel_Frequently,Research&Development,2005-08-20
1140,Youssef,Schaad,Other,ResearchScientist,4,Female,Married,39744,3312,7286.4,Travel_Rarely,Research&Development,2005-10-30
1141,Hideyuki,Merro,Medical,ResearchDirector,3,Female,Divorced,228588,19049,41907.8,Travel_Rarely,Research&Development,2005-02-16
1142,Beshir,Chenoweth,Medical,ResearchScientist,2,Male,Married,25692,2141,4710.2,Travel_Rarely,Research&Development,2007-04-10
1143,Piyush,Garigliano,Medical,LaboratoryTechnician,1,Female,Single,69228,5769,12691.8,Travel_Rarely,Research&Development,2004-06-14
1144,Sanjai,Puppe,Marketing,SalesExecutive,2,Male,Married,52620,4385,9647,Non-Travel,Sales,2006-08-26
1145,Barry,Boyle,Other,SalesExecutive,3,Male,Single,63984,5332,11730.4,Travel_Frequently,Sales,2007-12-12
1146,Deniz,Fontan,LifeSciences,ManufacturingDirector,3,Female,Married,55956,4663,10258.6,Travel_Rarely,Research&Development,2008-02-06
1147,Shimshon,Ducloy,LifeSciences,ManufacturingDirector,4,Male,Divorced,56688,4724,10392.8,Travel_Frequently,Research&Development,2003-07-14
1148,Greger,Senzako,LifeSciences,LaboratoryTechnician,3,Female,Married,38532,3211,7064.2,Travel_Rarely,Research&Development,2005-10-26
1149,Hailing,Thummel,Medical,ManufacturingDirector,3,Male,Married,64524,5377,11829.4,Travel_Rarely,Research&Development,2006-02-12
1150,Yishai,Dalphin,Other,LaboratoryTechnician,2,Male,Divorced,48792,4066,8945.2,Travel_Rarely,Research&Development,2006-04-06
1151,Changho,Jayawardene,LifeSciences,ResearchScientist,4,Male,Married,62496,5208,11457.6,Travel_Rarely,Research&Development,2007-06-21
1152,Sadun,Hennings,Medical,ManufacturingDirector,1,Female,Divorced,58524,4877,10729.4,Travel_Rarely,Research&Development,2008-01-13
1153,Conal,Henders,Medical,ResearchScientist,3,Male,Single,37404,3117,6857.4,Travel_Rarely,Research&Development,2003-09-17
1154,Ebbe,Hasenauer,Medical,SalesRepresentative,3,Female,Single,18828,1569,3451.8,Travel_Frequently,Sales,2004-02-17
1155,Souichi,Ramsay,LifeSciences,Manager,3,Female,Married,235896,19658,43247.6,Travel_Rarely,HumanResources,2005-08-17
1156,Narain,Stamatiou,Medical,LaboratoryTechnician,2,Male,Divorced,36828,3069,6751.8,Travel_Rarely,Research&Development,2002-06-07
1157,Licheng,Kitai,LifeSciences,ManufacturingDirector,2,Female,Married,125220,10435,22957,Travel_Rarely,Research&Development,2002-06-07
1158,Xiaoshan,Ratnaker,LifeSciences,HealthcareRepresentative,3,Female,Married,49776,4148,9125.6,Non-Travel,Research&Development,2002-06-07
1159,Nathan,Flowers,LifeSciences,ManufacturingDirector,3,Male,Married,69216,5768,12689.6,Travel_Rarely,Research&Development,2002-06-07
1160,Shugo,Zallocco,Medical,ManufacturingDirector,3,Female,Single,60504,5042,11092.4,Travel_Frequently,Research&Development,2003-06-17
1161,Jovan,Rissanen,Other,ManufacturingDirector,2,Female,Divorced,69240,5770,12694,Travel_Rarely,Research&Development,2005-09-21
1162,Arnd,Covnot,Medical,ManufacturingDirector,2,Female,Married,93072,7756,17063.2,Travel_Rarely,Research&Development,2001-01-13
1163,Woody,Spataro,Medical,SalesExecutive,2,Male,Married,123672,10306,22673.2,Travel_Rarely,Sales,2006-01-03
1164,Berna,Cochrane,Medical,ResearchScientist,3,Female,Married,47232,3936,8659.2,Travel_Rarely,Research&Development,2007-05-21
1165,Manibrata,Horswill,LifeSciences,ManufacturingDirector,3,Female,Single,95340,7945,17479,Travel_Rarely,Research&Development,2005-06-25
1166,Bernardo,Carrera,HumanResources,HumanResources,3,Male,Married,68916,5743,12634.6,Travel_Frequently,HumanResources,2006-02-05
1167,Sanjai,Penttonen,Medical,Manager,2,Male,Married,182424,15202,33444.4,Travel_Frequently,Research&Development,2007-02-07
1168,Hein,Swan,Medical,SalesExecutive,1,Male,Divorced,65280,5440,11968,Travel_Rarely,Sales,2002-08-17
1169,Holgard,McAlpine,TechnicalDegree,ResearchScientist,3,Female,Single,45120,3760,8272,Travel_Frequently,Research&Development,2002-08-16
1170,Aris,Iwayama,Medical,ResearchScientist,4,Female,Married,42204,3517,7737.4,Travel_Rarely,Research&Development,2005-09-28
1171,Martijn,Meriste,Medical,ResearchScientist,3,Male,Single,30960,2580,5676,Travel_Frequently,Research&Development,2005-09-30
1172,Danae,Grabner,LifeSciences,LaboratoryTechnician,3,Male,Single,25992,2166,4765.2,Travel_Rarely,Research&Development,2006-03-07
1173,Chinho,Stamatiou,Medical,SalesExecutive,2,Male,Single,70428,5869,12911.8,Travel_Rarely,Sales,2007-12-07
1174,Valeska,Birjandi,LifeSciences,HealthcareRepresentative,3,Female,Married,96096,8008,17617.6,Travel_Rarely,Research&Development,2002-12-07
1175,Udi,Zastre,LifeSciences,ManufacturingDirector,4,Male,Divorced,62472,5206,11453.2,Travel_Frequently,Research&Development,2003-05-18
1176,Boaz,Mukaidono,Medical,ManufacturingDirector,3,Male,Married,63540,5295,11649,Travel_Rarely,Research&Development,2005-12-24
1177,Shahab,Peng,Other,ResearchDirector,3,Female,Married,196956,16413,36108.6,Travel_Rarely,Research&Development,2005-07-24
1178,Tse,Felcyn,LifeSciences,ResearchDirector,2,Female,Divorced,159228,13269,29191.8,Travel_Rarely,Research&Development,2006-11-15
1179,Sahrah,Demos,Medical,SalesRepresentative,3,Female,Single,33396,2783,6122.6,Travel_Rarely,Sales,2007-08-10
1180,Sverrir,Milicic,LifeSciences,ResearchScientist,3,Female,Divorced,65196,5433,11952.6,Travel_Rarely,Research&Development,2004-07-18
1181,Bluma,Kavvadias,LifeSciences,LaboratoryTechnician,3,Male,Single,24156,2013,4428.6,Travel_Rarely,Research&Development,2005-04-10
1182,Sailaja,Gelosh,LifeSciences,HealthcareRepresentative,2,Female,Married,167592,13966,30725.2,Travel_Rarely,Research&Development,2003-05-01
1183,Ramzi,Luga,Medical,ManufacturingDirector,2,Female,Married,52488,4374,9622.8,Non-Travel,Research&Development,2005-10-10
1184,Masato,Curless,LifeSciences,HealthcareRepresentative,4,Male,Divorced,82104,6842,15052.4,Travel_Rarely,Research&Development,2007-11-16
1185,Vugranam,Kakkad,Medical,Manager,3,Female,Married,209112,17426,38337.2,Travel_Rarely,Research&Development,2005-07-16
1186,Aleksandar,Randi,LifeSciences,ResearchDirector,2,Male,Married,211236,17603,38726.6,Travel_Rarely,Research&Development,2006-09-28
1187,Herb,Cooley,Other,SalesExecutive,3,Male,Single,54972,4581,10078.2,Travel_Frequently,Sales,2007-01-14
1188,Gladys,Porenta,LifeSciences,ResearchScientist,3,Male,Married,56820,4735,10417,Travel_Frequently,Research&Development,2008-03-08
1189,Munir,Spieker,Medical,SalesExecutive,2,Male,Divorced,50244,4187,9211.4,Travel_Rarely,Sales,2005-08-20
1190,Hideo,Daescu,Medical,SalesExecutive,3,Male,Divorced,66060,5505,12111,Travel_Rarely,Sales,2005-10-30
1191,Mayumi,Pashtan,Medical,ResearchScientist,3,Male,Divorced,65640,5470,12034,Travel_Rarely,Research&Development,2005-02-16
1192,Shunichi,Pusterhofer,LifeSciences,SalesExecutive,3,Female,Married,65712,5476,12047.2,Travel_Rarely,Sales,2007-04-10
1193,Goncalo,Pulkowski,Medical,LaboratoryTechnician,3,Female,Divorced,31044,2587,5691.4,Travel_Rarely,Research&Development,2004-06-14
1194,Xinyu,Menhoudj,Medical,LaboratoryTechnician,2,Female,Single,29280,2440,5368,Travel_Frequently,Research&Development,2006-08-26
1195,Weiye,Zambonelli,LifeSciences,Manager,4,Female,Divorced,191664,15972,35138.4,Travel_Rarely,Sales,2007-12-12
1196,Kristin,Harnett,LifeSciences,Manager,3,Male,Single,184548,15379,33833.8,Travel_Rarely,Research&Development,2008-02-06
1197,Nalini,Azulay,LifeSciences,SalesExecutive,3,Male,Single,84984,7082,15580.4,Travel_Rarely,Sales,2003-07-14
1198,Sachar,Rajcani,LifeSciences,SalesRepresentative,3,Male,Single,32736,2728,6001.6,Travel_Rarely,Sales,2005-10-26
1199,Xinyu,Mellouli,LifeSciences,SalesExecutive,3,Female,Divorced,64416,5368,11809.6,Non-Travel,Sales,2006-02-12
1200,Gladys,Luiz,LifeSciences,HealthcareRepresentative,3,Male,Married,64164,5347,11763.4,Travel_Rarely,Research&Development,2006-04-06
1201,Hugh,Luca,LifeSciences,HumanResources,3,Female,Divorced,38340,3195,7029,Travel_Rarely,HumanResources,2007-06-21
1202,Adel,Matteis,Medical,LaboratoryTechnician,2,Male,Single,47868,3989,8775.8,Travel_Rarely,Research&Development,2008-01-13
1203,Bogdan,Homond,Medical,LaboratoryTechnician,3,Female,Married,39672,3306,7273.2,Travel_Rarely,Research&Development,2003-09-17
1204,Elgin,Gihr,Medical,HealthcareRepresentative,4,Male,Married,84060,7005,15411,Travel_Rarely,Research&Development,2004-02-17
1205,Vasiliy,Kermarrec,Medical,SalesRepresentative,3,Female,Married,31860,2655,5841,Travel_Frequently,Sales,2005-08-17
1206,Moheb,Raney,LifeSciences,LaboratoryTechnician,3,Male,Single,16716,1393,3064.6,Travel_Rarely,Research&Development,2002-06-07
1207,Yongdong,Rosen,Medical,LaboratoryTechnician,3,Male,Single,30840,2570,5654,Non-Travel,Research&Development,2002-06-07
1208,Carrsten,Heinisuo,TechnicalDegree,ResearchScientist,2,Male,Divorced,42444,3537,7781.4,Travel_Rarely,Research&Development,2002-06-07
1209,Jinxi,Baak,Medical,LaboratoryTechnician,2,Male,Married,47832,3986,8769.2,Travel_Rarely,Research&Development,2002-06-07
1210,Ishfaq,Masand,Medical,HealthcareRepresentative,1,Male,Divorced,130596,10883,23942.6,Travel_Rarely,Research&Development,2003-06-17
1211,Ayonca,Nitsch,Medical,LaboratoryTechnician,4,Male,Married,24336,2028,4461.6,Travel_Rarely,Research&Development,2005-09-21
1212,Zhanqiu,Botman,Medical,SalesExecutive,1,Male,Divorced,114300,9525,20955,Travel_Frequently,Sales,2001-01-13
1213,Domenico,Imataki,LifeSciences,ResearchScientist,2,Female,Married,35148,2929,6443.8,Travel_Rarely,Research&Development,2006-01-03
1214,Geraldo,Garigliano,LifeSciences,SalesRepresentative,3,Male,Divorced,27300,2275,5005,Travel_Rarely,Sales,2007-05-21
1215,Gor,Reinhard,LifeSciences,HealthcareRepresentative,4,Female,Married,94548,7879,17333.8,Travel_Rarely,Research&Development,2005-06-25
1216,Georgy,Walstra,Medical,ResearchScientist,2,Male,Single,59160,4930,10846,Travel_Frequently,Research&Development,2006-02-05
1217,Honglan,Simmen,Medical,SalesExecutive,3,Male,Married,94164,7847,17263.4,Travel_Rarely,Sales,2007-02-07
1218,Adel,Ratnaker,Medical,ResearchScientist,4,Male,Married,52812,4401,9682.2,Travel_Rarely,Research&Development,2002-08-17
1219,Moon,Yetto,Marketing,SalesExecutive,3,Male,Single,110892,9241,20330.2,Travel_Rarely,Sales,2002-08-16
1220,Tomoyuki,Armand,Medical,LaboratoryTechnician,3,Female,Married,35688,2974,6542.8,Travel_Rarely,Research&Development,2005-09-28
1221,Mario,Cochrane,LifeSciences,SalesRepresentative,3,Female,Single,54024,4502,9904.4,Travel_Rarely,Sales,2005-09-30
1222,Masaki,Hagimont,LifeSciences,HealthcareRepresentative,2,Male,Married,128976,10748,23645.6,Non-Travel,Research&Development,2006-03-07
1223,Becky,Schlenzig,HumanResources,HumanResources,1,Male,Married,18660,1555,3421,Travel_Rarely,HumanResources,2007-12-07
1224,Anwar,Nivat,LifeSciences,SalesExecutive,1,Male,Married,155232,12936,28459.2,Travel_Frequently,Sales,2002-12-07
1225,Ung,Ashish,Medical,LaboratoryTechnician,1,Male,Married,27660,2305,5071,Travel_Rarely,Research&Development,2003-05-18
1226,Kauko,Narlikar,TechnicalDegree,ResearchDirector,2,Female,Single,200448,16704,36748.8,Travel_Rarely,Research&Development,2005-12-24
1227,Djenana,Huttel,LifeSciences,ResearchScientist,3,Male,Married,41196,3433,7552.6,Travel_Frequently,Research&Development,2005-07-24
1228,Alain,Limongiello,LifeSciences,LaboratoryTechnician,3,Male,Married,41724,3477,7649.4,Travel_Rarely,Research&Development,2006-11-15
1229,Kolar,Pietrzykowski,HumanResources,HumanResources,1,Male,Married,77160,6430,14146,Non-Travel,HumanResources,2007-08-10
1230,Weiyi,Antonisse,LifeSciences,ManufacturingDirector,3,Female,Married,78192,6516,14335.2,Travel_Rarely,Research&Development,2004-07-18
1231,Morris,Zschoche,Medical,LaboratoryTechnician,3,Male,Divorced,46884,3907,8595.4,Travel_Rarely,Research&Development,2005-04-10
1232,Shmuel,Tetzlaff,LifeSciences,HealthcareRepresentative,3,Male,Single,66744,5562,12236.4,Travel_Rarely,Research&Development,2003-05-01
1233,Moss,Serra,LifeSciences,ManufacturingDirector,3,Male,Married,82596,6883,15142.6,Travel_Rarely,Research&Development,2005-10-10
1234,Minghong,Cannard,LifeSciences,ResearchScientist,3,Male,Married,34344,2862,6296.4,Travel_Rarely,Research&Development,2007-11-16
1235,Yuguang,Passino,Marketing,SalesExecutive,3,Male,Married,59736,4978,10951.6,Non-Travel,Sales,2005-07-16
1236,Kristian,Sudkamp,LifeSciences,SalesExecutive,3,Male,Divorced,124416,10368,22809.6,Travel_Rarely,Sales,2006-09-28
1237,Tooru,Warwick,Marketing,SalesExecutive,2,Male,Divorced,73608,6134,13494.8,Travel_Rarely,Sales,2007-01-14
1238,Akhilish,Milicia,LifeSciences,SalesExecutive,1,Male,Single,80820,6735,14817,Travel_Rarely,Sales,2008-03-08
1239,Aksel,Rajaraman,Medical,LaboratoryTechnician,3,Female,Single,39540,3295,7249,Travel_Rarely,Research&Development,2005-08-20
1240,Mingzeng,Heinisuo,TechnicalDegree,ManufacturingDirector,3,Female,Single,62856,5238,11523.6,Travel_Frequently,Research&Development,2005-10-30
1241,Chrisa,dAstous,LifeSciences,LaboratoryTechnician,3,Male,Married,77664,6472,14238.4,Non-Travel,Research&Development,2005-02-16
1242,Kellyn,Daescu,LifeSciences,SalesExecutive,1,Male,Married,115320,9610,21142,Travel_Rarely,Sales,2007-04-10
1243,Kerhong,Veccia,Medical,Manager,3,Male,Single,237996,19833,43632.6,Travel_Rarely,Sales,2004-06-14
1244,Mitsuyuki,Bojadziev,LifeSciences,HumanResources,1,Female,Married,117072,9756,21463.2,Travel_Rarely,HumanResources,2006-08-26
1245,Hausi,Cullers,TechnicalDegree,ResearchScientist,2,Female,Single,59616,4968,10929.6,Travel_Frequently,Research&Development,2007-12-12
1246,Tze,Steinauer,Medical,HumanResources,3,Male,Married,25740,2145,4719,Travel_Frequently,HumanResources,2008-02-06
1247,Herbert,Serdy,HumanResources,HumanResources,2,Female,Divorced,26160,2180,4796,Travel_Frequently,HumanResources,2003-07-14
1248,Masoud,Theuretzbacher,TechnicalDegree,SalesExecutive,3,Male,Married,100152,8346,18361.2,Travel_Rarely,Sales,2005-10-26
1249,Aloys,Baezner,Medical,ResearchScientist,3,Female,Single,41340,3445,7579,Travel_Rarely,Research&Development,2006-02-12
1250,Kshitij,Stasinski,Marketing,SalesRepresentative,1,Female,Single,33120,2760,6072,Travel_Rarely,Sales,2006-04-06
1251,Koldo,Makinen,LifeSciences,HealthcareRepresentative,4,Male,Single,75528,6294,13846.8,Travel_Frequently,Research&Development,2007-06-21
1252,Kazuyasu,Kushner,Marketing,SalesExecutive,2,Male,Divorced,85680,7140,15708,Travel_Rarely,Sales,2008-01-13
1253,Dante,Bodoff,Medical,ResearchScientist,4,Male,Married,35184,2932,6450.4,Travel_Rarely,Research&Development,2003-09-17
1254,Saeko,Mellouli,Marketing,SalesExecutive,3,Female,Single,61764,5147,11323.4,Non-Travel,Sales,2004-02-17
1255,Pradeep,Crooks,Marketing,SalesExecutive,3,Female,Single,54084,4507,9915.4,Travel_Rarely,Sales,2005-08-17
1256,Apostol,Bahr,LifeSciences,SalesExecutive,3,Female,Single,102768,8564,18840.8,Travel_Rarely,Sales,2002-06-07
1257,Val,Kumaresan,Medical,LaboratoryTechnician,2,Female,Married,29616,2468,5429.6,Travel_Frequently,Research&Development,2002-06-07
1258,Giap,Tempesti,Marketing,SalesExecutive,3,Male,Married,97932,8161,17954.2,Travel_Rarely,Sales,2002-06-07
1259,Masanao,Lovengreen,TechnicalDegree,ResearchScientist,2,Female,Divorced,25308,2109,4639.8,Travel_Rarely,Research&Development,2002-06-07
1260,Gennadi,Breugel,LifeSciences,HealthcareRepresentative,4,Male,Married,63528,5294,11646.8,Travel_Rarely,Research&Development,2003-06-17
1261,Tadahiro,Fordan,TechnicalDegree,ResearchScientist,3,Male,Single,32616,2718,5979.6,Non-Travel,Research&Development,2005-09-21
1262,Leif,Gini,Medical,HealthcareRepresentative,1,Male,Married,69732,5811,12784.2,Travel_Rarely,Research&Development,2001-01-13
1263,Ortrud,Srimani,TechnicalDegree,ResearchScientist,2,Male,Married,29244,2437,5361.4,Travel_Frequently,Research&Development,2006-01-03
1264,Renny,Junet,Medical,LaboratoryTechnician,3,Male,Divorced,33192,2766,6085.2,Travel_Rarely,Research&Development,2007-05-21
1265,Jouko,Masaki,Medical,ResearchDirector,2,Male,Married,228456,19038,41883.6,Travel_Rarely,Research&Development,2005-06-25
1266,Marek,Ranon,TechnicalDegree,ResearchScientist,3,Male,Divorced,36660,3055,6721,Non-Travel,Research&Development,2006-02-05
1267,Sakthirel,Yetto,LifeSciences,LaboratoryTechnician,3,Male,Divorced,27468,2289,5035.8,Travel_Rarely,Research&Development,2007-02-07
1268,Diederik,Covnot,LifeSciences,SalesExecutive,3,Male,Divorced,48012,4001,8802.2,Non-Travel,Sales,2002-08-17
1269,Tayeb,Ebeling,Medical,ManufacturingDirector,2,Female,Married,155580,12965,28523,Non-Travel,Research&Development,2002-08-16
1270,Steen,Sury,LifeSciences,HumanResources,3,Male,Single,42468,3539,7785.8,Travel_Rarely,HumanResources,2005-09-28
1271,Saeed,Gips,LifeSciences,SalesExecutive,1,Female,Single,72348,6029,13263.8,Travel_Rarely,Sales,2005-09-30
1272,Saniya,Valtorta,Marketing,SalesRepresentative,3,Male,Single,32148,2679,5893.8,Travel_Rarely,Sales,2006-03-07
1273,Xuejun,Penn,Other,LaboratoryTechnician,2,Female,Married,44424,3702,8144.4,Travel_Rarely,Research&Development,2007-12-07
1274,Kamakshi,Decaestecker,Medical,LaboratoryTechnician,3,Female,Married,28776,2398,5275.6,Travel_Rarely,Research&Development,2002-12-07
1275,Yurij,Rissland,Marketing,SalesExecutive,2,Female,Married,65616,5468,12029.6,Travel_Rarely,Sales,2003-05-18
1276,Teruyuki,Peternell,TechnicalDegree,Manager,3,Female,Married,157392,13116,28855.2,Travel_Rarely,Research&Development,2005-12-24
1277,Vugranam,Munoz,Marketing,SalesExecutive,2,Male,Married,50268,4189,9215.8,Travel_Rarely,Sales,2005-07-24
1278,Elgin,Ibel,Medical,ResearchDirector,3,Male,Divorced,231936,19328,42521.6,Travel_Rarely,Research&Development,2006-11-15
1279,Rimon,Sury,LifeSciences,HealthcareRepresentative,3,Male,Married,99852,8321,18306.2,Travel_Rarely,Research&Development,2007-08-10
1280,Utz,Perng,Medical,ResearchScientist,3,Male,Divorced,28104,2342,5152.4,Travel_Frequently,Research&Development,2004-07-18
1281,Kellie,Mawatari,Other,HumanResources,3,Male,Divorced,48852,4071,8956.2,Travel_Rarely,HumanResources,2005-04-10
1282,Kirk,Hemaspaandra,LifeSciences,SalesExecutive,3,Male,Single,69756,5813,12788.6,Travel_Rarely,Sales,2003-05-01
1283,Youpyo,Heuter,LifeSciences,ResearchScientist,4,Male,Married,37716,3143,6914.6,Travel_Rarely,Research&Development,2005-10-10
1284,Sahrah,Figueira,LifeSciences,ResearchScientist,3,Male,Married,24528,2044,4496.8,Travel_Rarely,Research&Development,2007-11-16
1285,Alselm,Hammerschmidt,Medical,ResearchDirector,3,Male,Single,161568,13464,29620.8,Travel_Rarely,Research&Development,2005-07-16
1286,Yishai,Neimat,LifeSciences,SalesExecutive,2,Male,Single,95892,7991,17580.2,Non-Travel,Sales,2006-09-28
1287,Weicheng,Crelier,LifeSciences,LaboratoryTechnician,3,Female,Married,40524,3377,7429.4,Travel_Rarely,Research&Development,2007-01-14
1288,Hugo,Mitzlaff,Medical,HealthcareRepresentative,4,Male,Married,66456,5538,12183.6,Travel_Rarely,Research&Development,2008-03-08
1289,Maria,Schicker,Medical,ManufacturingDirector,3,Male,Divorced,69144,5762,12676.4,Non-Travel,Research&Development,2005-08-20
1290,Margareta,Akiyama,HumanResources,HumanResources,3,Male,Divorced,31104,2592,5702.4,Non-Travel,HumanResources,2005-10-30
1291,Dayanand,Figueira,LifeSciences,LaboratoryTechnician,3,Male,Married,64152,5346,11761.2,Travel_Frequently,Research&Development,2005-02-16
1292,Utz,Puoti,Medical,ManufacturingDirector,3,Male,Single,50556,4213,9268.6,Travel_Rarely,Research&Development,2007-04-10
1293,Gretta,Ramamoorthy,LifeSciences,SalesExecutive,3,Male,Divorced,49524,4127,9079.4,Travel_Frequently,Sales,2004-06-14
1294,Yakichi,Tzvieli,LifeSciences,ResearchScientist,3,Male,Single,29256,2438,5363.6,Non-Travel,Research&Development,2006-08-26
1295,Marit,Narwekar,LifeSciences,HealthcareRepresentative,4,Male,Single,82440,6870,15114,Travel_Rarely,Research&Development,2007-12-12
1296,Hidefumi,Crelier,Marketing,SalesExecutive,3,Female,Divorced,125364,10447,22983.4,Travel_Rarely,Sales,2008-02-06
1297,Sanjit,Waschkowski,Medical,ManufacturingDirector,3,Female,Single,116004,9667,21267.4,Travel_Rarely,Research&Development,2003-07-14
1298,Tooru,Vingron,Medical,HumanResources,3,Female,Married,25776,2148,4725.6,Travel_Rarely,HumanResources,2005-10-26
1299,Larisa,Schueller,Medical,HealthcareRepresentative,3,Female,Married,107112,8926,19637.2,Travel_Rarely,Research&Development,2006-02-12
1300,Marek,Orlowska,LifeSciences,HealthcareRepresentative,3,Female,Divorced,78156,6513,14328.6,Travel_Rarely,Research&Development,2006-04-06
1301,Brendon,Salinas,TechnicalDegree,SalesExecutive,4,Male,Married,81588,6799,14957.8,Travel_Rarely,Sales,2007-06-21
1302,Kwan,Chenoweth,Medical,Manager,3,Male,Divorced,195492,16291,35840.2,Non-Travel,Sales,2008-01-13
1303,Gurbir,Kenevan,Medical,LaboratoryTechnician,1,Male,Married,32460,2705,5951,Travel_Rarely,Research&Development,2003-09-17
1304,Kiam,Condotta,LifeSciences,ManufacturingDirector,2,Female,Divorced,123996,10333,22732.6,Travel_Rarely,Research&Development,2004-02-17
1305,Yolla,Clemencon,LifeSciences,HealthcareRepresentative,3,Female,Divorced,53376,4448,9785.6,Travel_Rarely,Research&Development,2005-08-17
1306,Jinya,Camurati,Medical,ResearchScientist,3,Female,Married,82248,6854,15078.8,Travel_Rarely,Research&Development,2002-06-07
